,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
12085,51,0.0,157327,4.0,3,2.0,0.0,0.0,2.0,1.0,0,0,8
20647,56,6.0,175964,15.0,10,0.0,8.0,1.0,4.0,0.0,0,0,40
29034,29,4.0,183854,11.0,9,4.0,12.0,1.0,4.0,0.0,0,0,25
22896,33,2.0,422718,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,40
15325,28,4.0,185127,15.0,10,4.0,12.0,1.0,4.0,1.0,0,0,40
12079,58,4.0,343957,9.0,13,0.0,12.0,1.0,4.0,1.0,0,0,50
27937,21,4.0,119665,15.0,10,4.0,13.0,3.0,4.0,1.0,0,0,35
17377,48,6.0,171986,11.0,9,0.0,10.0,1.0,4.0,1.0,0,0,15
12794,28,4.0,108574,15.0,10,2.0,1.0,5.0,4.0,0.0,0,0,15
2308,19,4.0,129059,15.0,10,4.0,12.0,3.0,2.0,1.0,0,0,30
22576,48,5.0,213140,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,80
22231,46,4.0,207677,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,30
15759,42,2.0,263871,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,8
15820,43,2.0,265698,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,45
19083,39,4.0,90646,8.0,11,0.0,1.0,4.0,4.0,0.0,0,0,40
9334,65,4.0,154171,14.0,15,2.0,10.0,0.0,4.0,1.0,20051,0,60
27573,60,4.0,225014,11.0,9,0.0,8.0,1.0,4.0,0.0,0,0,40
23877,42,5.0,287037,2.0,8,0.0,3.0,1.0,4.0,1.0,0,0,10
6663,54,2.0,31533,12.0,14,2.0,1.0,0.0,4.0,1.0,7298,0,40
24866,72,8.0,121004,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,55
18389,41,4.0,184466,1.0,7,2.0,11.0,0.0,4.0,1.0,0,0,55
4128,36,4.0,130926,9.0,13,0.0,1.0,1.0,4.0,0.0,3674,0,40
2566,46,0.0,162034,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,40
27568,25,5.0,158751,8.0,11,4.0,14.0,4.0,4.0,1.0,0,0,55
14675,49,4.0,199058,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,38
8373,18,0.0,97318,11.0,9,4.0,0.0,3.0,4.0,0.0,0,0,35
5225,18,4.0,110230,0.0,6,4.0,8.0,3.0,4.0,1.0,0,0,11
2157,19,4.0,55284,11.0,9,4.0,12.0,3.0,4.0,0.0,0,0,35
17230,36,7.0,77146,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,40
16650,30,4.0,163604,9.0,13,6.0,10.0,4.0,4.0,0.0,0,0,55
23628,33,2.0,182971,15.0,10,2.0,11.0,0.0,4.0,1.0,0,1887,40
19981,54,1.0,114674,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40
22825,17,4.0,266134,0.0,6,4.0,8.0,3.0,4.0,1.0,0,0,12
11378,27,4.0,214702,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,42
742,43,4.0,233130,15.0,10,4.0,1.0,1.0,4.0,1.0,0,0,25
27003,41,4.0,320744,11.0,9,4.0,3.0,1.0,4.0,1.0,3325,0,50
23592,36,7.0,110964,9.0,13,2.0,10.0,5.0,4.0,0.0,0,1672,38
9124,44,7.0,244974,9.0,13,2.0,11.0,0.0,4.0,1.0,0,0,44
11086,39,4.0,203180,15.0,10,0.0,5.0,4.0,4.0,0.0,0,0,45
6824,33,2.0,83671,9.0,13,4.0,10.0,1.0,2.0,0.0,0,0,50
2767,40,7.0,40024,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,38
11010,60,0.0,56248,11.0,9,2.0,0.0,0.0,4.0,1.0,0,1485,70
10867,45,4.0,129336,12.0,14,2.0,1.0,0.0,4.0,1.0,0,0,45
26460,48,6.0,373606,15.0,10,0.0,12.0,4.0,4.0,1.0,0,0,65
644,34,4.0,217460,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,45
1616,43,4.0,57322,7.0,12,0.0,3.0,1.0,4.0,1.0,0,0,40
21911,25,4.0,196771,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,65
9165,36,4.0,169037,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40
23403,24,4.0,114230,11.0,9,4.0,12.0,2.0,4.0,1.0,0,0,40
14704,50,6.0,186565,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,50
14786,33,4.0,236396,11.0,9,4.0,1.0,3.0,4.0,1.0,0,0,35
2583,29,4.0,227890,11.0,9,4.0,11.0,2.0,2.0,1.0,0,0,40
29062,25,4.0,390657,15.0,10,4.0,8.0,1.0,2.0,1.0,0,0,40
19690,35,4.0,388252,8.0,11,2.0,1.0,0.0,2.0,1.0,0,0,40
1555,29,4.0,247445,11.0,9,0.0,12.0,1.0,4.0,1.0,0,0,45
21823,25,4.0,187502,11.0,9,4.0,12.0,3.0,2.0,1.0,0,0,24
23680,19,4.0,85690,11.0,9,4.0,7.0,4.0,4.0,1.0,0,0,30
13024,60,7.0,129447,11.0,9,6.0,1.0,1.0,4.0,0.0,0,0,35
12550,39,4.0,191103,11.0,9,4.0,8.0,1.0,4.0,1.0,0,0,40
3058,41,4.0,187821,11.0,9,2.0,7.0,0.0,4.0,1.0,2885,0,40
19024,37,4.0,305259,7.0,12,0.0,4.0,1.0,4.0,0.0,0,0,48
6703,26,4.0,515025,0.0,6,2.0,6.0,5.0,4.0,0.0,0,0,40
15292,48,4.0,245948,11.0,9,4.0,7.0,1.0,2.0,0.0,2174,0,40
11524,35,1.0,226916,9.0,13,6.0,1.0,1.0,4.0,1.0,0,0,40
14976,34,2.0,134886,11.0,9,2.0,8.0,5.0,4.0,0.0,0,1740,35
23917,20,4.0,238384,11.0,9,4.0,12.0,1.0,4.0,0.0,0,0,30
1536,35,4.0,168817,11.0,9,4.0,7.0,1.0,4.0,1.0,0,0,40
8696,49,7.0,155372,12.0,14,0.0,10.0,1.0,4.0,0.0,0,0,40
24770,26,2.0,159662,0.0,6,2.0,8.0,0.0,4.0,1.0,0,0,40
26219,38,4.0,205852,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40
20749,41,4.0,196456,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,40
19632,18,4.0,173585,11.0,9,4.0,12.0,3.0,2.0,0.0,0,0,18
10711,24,4.0,325744,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,40
12357,63,4.0,176696,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
10154,41,4.0,114157,11.0,9,0.0,7.0,3.0,4.0,1.0,0,0,40
7563,63,4.0,264968,9.0,13,4.0,1.0,1.0,4.0,1.0,0,0,40
17431,36,4.0,410489,9.0,13,0.0,10.0,1.0,4.0,1.0,0,0,45
4982,45,4.0,34419,9.0,13,4.0,14.0,1.0,4.0,1.0,0,0,30
13618,42,6.0,53956,11.0,9,0.0,4.0,4.0,4.0,1.0,0,0,55
1758,43,7.0,218542,11.0,9,4.0,1.0,4.0,2.0,0.0,0,0,40
21052,45,4.0,165937,11.0,9,0.0,14.0,3.0,4.0,1.0,0,0,60
762,39,4.0,138192,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,40
23810,50,7.0,297551,11.0,9,2.0,10.0,0.0,4.0,1.0,0,0,52
27507,23,4.0,224640,15.0,10,4.0,4.0,1.0,4.0,0.0,0,0,40
11532,50,6.0,32372,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,30
20222,41,4.0,163322,1.0,7,0.0,4.0,4.0,4.0,0.0,0,0,36
18453,34,4.0,31740,5.0,4,2.0,14.0,0.0,4.0,1.0,0,0,40
28800,53,4.0,58985,15.0,10,2.0,10.0,5.0,4.0,0.0,0,0,24
1090,54,4.0,99185,10.0,16,2.0,10.0,0.0,4.0,1.0,15024,0,45
4220,29,4.0,114224,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
25541,43,4.0,173316,7.0,12,0.0,3.0,1.0,4.0,1.0,0,0,40
11160,24,4.0,201603,11.0,9,0.0,6.0,1.0,4.0,1.0,0,0,30
28915,38,4.0,447346,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,36
8890,67,6.0,354405,11.0,9,6.0,8.0,1.0,4.0,0.0,0,0,20
21115,49,4.0,155489,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,50
10493,30,4.0,170130,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,40
25698,58,6.0,105592,5.0,4,2.0,14.0,0.0,4.0,1.0,0,0,40
8828,37,4.0,80410,1.0,7,2.0,8.0,0.0,4.0,1.0,0,0,40
6,31,4.0,45781,12.0,14,4.0,10.0,1.0,4.0,0.0,14084,0,50
96,36,4.0,102864,11.0,9,4.0,7.0,3.0,4.0,0.0,0,0,40
22597,23,7.0,368739,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40
22879,20,4.0,388156,15.0,10,4.0,10.0,3.0,4.0,1.0,0,0,24
5514,61,4.0,162432,11.0,9,6.0,4.0,1.0,4.0,0.0,0,0,40
22330,61,4.0,191417,6.0,5,6.0,4.0,1.0,2.0,1.0,0,0,65
14809,24,4.0,196332,11.0,9,4.0,8.0,3.0,2.0,0.0,0,0,40
12680,29,4.0,172865,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,50
15657,19,4.0,168693,11.0,9,4.0,12.0,3.0,4.0,0.0,0,0,25
23075,26,4.0,181920,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,45
23335,52,6.0,165278,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,40
14803,40,4.0,408717,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
14094,59,2.0,176118,12.0,14,0.0,10.0,1.0,4.0,1.0,0,0,40
8375,50,4.0,150941,11.0,9,0.0,7.0,4.0,2.0,0.0,0,0,44
423,17,4.0,211870,6.0,5,4.0,8.0,1.0,4.0,1.0,0,0,6
3049,66,0.0,190324,11.0,9,2.0,0.0,0.0,2.0,1.0,0,0,18
25241,23,4.0,216811,11.0,9,4.0,7.0,3.0,4.0,0.0,0,0,16
28018,46,6.0,225456,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40
10454,51,4.0,43354,1.0,7,2.0,3.0,0.0,4.0,1.0,0,0,40
15040,29,4.0,211482,9.0,13,4.0,10.0,1.0,4.0,1.0,0,0,50
19034,30,4.0,187618,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,50
24514,39,4.0,211154,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,55
17757,23,4.0,186813,11.0,9,4.0,11.0,3.0,0.0,1.0,0,0,40
8211,34,4.0,207668,15.0,10,2.0,6.0,0.0,4.0,1.0,0,1887,40
21703,75,4.0,316119,15.0,10,6.0,10.0,1.0,4.0,0.0,0,0,8
24060,47,4.0,239865,11.0,9,2.0,3.0,0.0,4.0,1.0,0,1977,45
7138,35,4.0,498216,9.0,13,0.0,4.0,4.0,4.0,0.0,0,0,40
1923,27,4.0,79787,12.0,14,4.0,4.0,1.0,4.0,0.0,0,0,25
10341,32,4.0,188245,1.0,7,4.0,9.0,4.0,2.0,0.0,0,0,40
23718,60,6.0,38622,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40
20962,19,0.0,158603,0.0,6,4.0,0.0,3.0,2.0,1.0,0,0,25
462,34,4.0,108116,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,50
6830,65,6.0,111483,15.0,10,2.0,4.0,0.0,4.0,1.0,0,2174,10
20672,46,4.0,278322,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,40
2518,18,4.0,387568,0.0,6,4.0,12.0,3.0,4.0,1.0,0,0,10
13722,25,4.0,199472,8.0,11,4.0,1.0,1.0,4.0,0.0,0,0,38
27133,19,4.0,355477,11.0,9,4.0,8.0,3.0,2.0,1.0,0,0,25
18724,22,4.0,198244,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,39
10959,22,4.0,68678,11.0,9,2.0,12.0,0.0,2.0,1.0,0,0,40
24602,35,4.0,310290,11.0,9,2.0,14.0,5.0,2.0,0.0,0,0,40
27593,34,7.0,173266,11.0,9,2.0,13.0,0.0,4.0,1.0,0,0,40
2641,24,4.0,454941,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
11994,24,5.0,60668,11.0,9,4.0,3.0,3.0,4.0,1.0,0,0,40
14354,54,4.0,221915,14.0,15,4.0,10.0,2.0,4.0,0.0,0,0,65
14977,33,4.0,129707,9.0,13,4.0,1.0,1.0,4.0,1.0,0,0,60
27707,42,2.0,569930,9.0,13,2.0,1.0,0.0,4.0,1.0,0,0,45
21694,52,2.0,186117,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,56
19883,42,4.0,341757,15.0,10,4.0,7.0,1.0,4.0,0.0,0,0,40
25348,35,4.0,243357,1.0,7,5.0,8.0,4.0,2.0,0.0,0,0,40
2540,36,4.0,107302,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,60
20613,64,5.0,307786,3.0,2,2.0,12.0,0.0,4.0,1.0,0,0,20
29048,20,0.0,203992,11.0,9,4.0,0.0,3.0,4.0,1.0,0,0,40
20440,46,0.0,233014,11.0,9,0.0,0.0,1.0,2.0,0.0,0,0,40
22563,38,4.0,119177,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,55
2541,63,2.0,41161,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,55
28911,42,4.0,204235,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
18695,43,4.0,64631,11.0,9,2.0,4.0,0.0,4.0,1.0,15024,0,50
8256,36,4.0,61178,1.0,7,2.0,3.0,0.0,4.0,1.0,0,0,40
26076,38,2.0,256864,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,40
9975,42,4.0,94600,11.0,9,2.0,3.0,0.0,4.0,1.0,5178,0,40
19689,21,4.0,136873,15.0,10,4.0,10.0,3.0,4.0,1.0,0,0,10
23772,33,7.0,43716,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,4
6128,41,5.0,82049,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
12011,36,2.0,109766,9.0,13,4.0,11.0,1.0,4.0,1.0,0,0,60
4793,25,4.0,120268,9.0,13,4.0,10.0,3.0,4.0,1.0,0,0,70
17196,37,4.0,109133,7.0,12,2.0,12.0,0.0,4.0,1.0,0,1977,45
18495,32,1.0,115066,11.0,9,2.0,13.0,0.0,4.0,1.0,0,0,40
12976,50,6.0,204402,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,84
499,34,4.0,148291,11.0,9,2.0,13.0,5.0,4.0,0.0,0,0,32
19076,53,6.0,98829,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,50
27347,29,4.0,134566,12.0,14,2.0,12.0,0.0,4.0,1.0,0,0,20
15243,24,4.0,449432,2.0,8,2.0,3.0,0.0,4.0,1.0,0,0,40
20050,36,4.0,163278,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,40
13925,61,7.0,159908,1.0,7,6.0,8.0,4.0,4.0,0.0,0,0,32
9872,55,0.0,487411,12.0,14,2.0,0.0,0.0,4.0,1.0,0,0,40
14034,68,6.0,195881,11.0,9,2.0,5.0,0.0,4.0,1.0,2414,0,40
23281,55,4.0,256953,11.0,9,6.0,7.0,4.0,2.0,0.0,0,0,44
27584,42,4.0,33126,7.0,12,2.0,4.0,0.0,4.0,1.0,0,0,60
10122,60,4.0,101198,8.0,11,0.0,8.0,1.0,4.0,1.0,0,0,20
5647,40,4.0,146653,9.0,13,0.0,1.0,4.0,4.0,0.0,0,0,20
19310,17,0.0,241021,2.0,8,4.0,0.0,3.0,3.0,0.0,0,0,40
15418,56,6.0,220187,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,45
18317,32,4.0,105938,11.0,9,0.0,7.0,3.0,2.0,0.0,0,0,40
4419,44,4.0,160785,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,60
19844,28,4.0,176683,8.0,11,2.0,13.0,0.0,4.0,1.0,0,0,70
7305,37,4.0,312271,12.0,14,0.0,4.0,1.0,4.0,1.0,0,0,65
27674,18,4.0,182643,15.0,10,4.0,6.0,3.0,4.0,1.0,0,0,9
23480,21,4.0,301556,11.0,9,4.0,8.0,3.0,4.0,0.0,0,0,19
7330,73,4.0,301210,3.0,2,2.0,14.0,0.0,4.0,1.0,0,1735,20
2043,24,4.0,306779,8.0,11,4.0,4.0,3.0,4.0,1.0,0,0,35
9544,23,4.0,205653,9.0,13,4.0,6.0,3.0,4.0,1.0,0,0,30
10013,18,4.0,130652,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,25
26980,25,4.0,191782,1.0,7,4.0,7.0,3.0,2.0,0.0,0,0,40
5155,48,4.0,498325,7.0,12,2.0,14.0,0.0,4.0,1.0,0,0,50
12215,20,4.0,119215,15.0,10,4.0,14.0,3.0,4.0,1.0,0,0,40
2153,18,4.0,343059,15.0,10,4.0,12.0,3.0,4.0,0.0,0,0,40
3064,46,7.0,192779,9.0,13,2.0,4.0,0.0,4.0,1.0,7688,0,40
3115,34,4.0,114691,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,50
8676,44,4.0,569761,8.0,11,2.0,6.0,0.0,2.0,1.0,0,0,40
24434,27,2.0,199172,11.0,9,2.0,11.0,5.0,4.0,0.0,0,0,40
17763,25,7.0,104097,12.0,14,4.0,4.0,1.0,4.0,1.0,0,0,40
16581,44,4.0,310255,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,60
1118,62,4.0,192866,15.0,10,6.0,8.0,1.0,4.0,0.0,0,0,20
27221,61,4.0,172037,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,40
17799,19,4.0,162954,2.0,8,4.0,8.0,3.0,4.0,0.0,0,0,20
28228,61,4.0,154600,11.0,9,2.0,8.0,5.0,4.0,0.0,0,0,4
16594,21,4.0,111676,15.0,10,4.0,8.0,1.0,4.0,0.0,0,0,40
17651,38,6.0,146042,9.0,13,2.0,10.0,0.0,1.0,1.0,3103,0,60
13729,19,4.0,458558,11.0,9,2.0,3.0,5.0,4.0,0.0,0,0,40
3964,53,4.0,335481,11.0,9,2.0,1.0,5.0,2.0,0.0,0,0,32
2858,30,2.0,326104,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,40
4699,42,4.0,179557,15.0,10,0.0,13.0,1.0,4.0,0.0,0,0,40
17628,43,2.0,143046,15.0,10,0.0,8.0,4.0,4.0,0.0,0,0,20
16671,45,4.0,183092,7.0,12,4.0,1.0,1.0,2.0,0.0,0,0,40
22882,43,4.0,193882,15.0,10,4.0,1.0,1.0,4.0,1.0,0,0,55
1972,47,6.0,77102,12.0,14,0.0,10.0,1.0,4.0,1.0,0,0,40
8145,68,4.0,201732,15.0,10,0.0,1.0,4.0,4.0,0.0,0,0,40
12193,25,4.0,104097,9.0,13,2.0,3.0,0.0,4.0,1.0,2829,0,60
5940,29,4.0,177413,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40
27333,38,6.0,245372,15.0,10,2.0,10.0,0.0,4.0,1.0,3137,0,50
13684,23,4.0,50341,12.0,14,4.0,12.0,1.0,4.0,0.0,0,0,20
16604,48,4.0,178686,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,40
9736,71,4.0,124959,11.0,9,6.0,1.0,1.0,4.0,0.0,0,0,40
345,27,4.0,301302,9.0,13,4.0,3.0,1.0,4.0,1.0,0,0,50
2724,61,4.0,208919,12.0,14,2.0,12.0,0.0,4.0,1.0,0,0,60
8227,44,6.0,231348,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,40
13148,32,4.0,391874,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
15907,33,4.0,87605,11.0,9,4.0,8.0,4.0,2.0,0.0,0,0,40
16421,24,4.0,450695,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,35
15991,30,4.0,123397,11.0,9,4.0,6.0,4.0,4.0,0.0,0,0,40
15403,41,4.0,170866,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,50
16916,30,4.0,130369,8.0,11,5.0,10.0,4.0,4.0,0.0,0,0,40
12387,34,4.0,277314,7.0,12,2.0,12.0,0.0,2.0,1.0,0,1902,50
14625,30,4.0,166961,9.0,13,4.0,10.0,3.0,4.0,0.0,0,0,37
11896,44,4.0,214838,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,45
8265,24,4.0,185452,9.0,13,4.0,13.0,1.0,4.0,0.0,0,0,50
25257,19,0.0,39460,11.0,9,4.0,0.0,3.0,4.0,1.0,0,0,60
4513,21,4.0,321666,11.0,9,4.0,3.0,3.0,4.0,1.0,594,0,40
3585,28,4.0,124905,5.0,4,2.0,3.0,0.0,4.0,1.0,0,0,30
9129,24,4.0,47791,11.0,9,4.0,8.0,4.0,4.0,0.0,0,0,32
6248,20,0.0,111252,15.0,10,4.0,0.0,3.0,4.0,0.0,0,0,30
5657,66,4.0,127139,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
14992,38,4.0,383239,0.0,6,2.0,3.0,0.0,4.0,1.0,3103,0,40
10950,21,4.0,204596,7.0,12,4.0,1.0,3.0,4.0,0.0,0,0,8
5414,26,4.0,43408,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
7578,40,4.0,356934,7.0,12,0.0,4.0,1.0,4.0,1.0,0,0,40
21984,37,4.0,193855,11.0,9,2.0,3.0,0.0,4.0,1.0,0,1902,50
9898,27,4.0,114967,6.0,5,2.0,3.0,0.0,4.0,1.0,0,0,40
15938,18,4.0,234953,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,25
1288,35,7.0,211115,15.0,10,4.0,11.0,1.0,2.0,1.0,0,0,40
15506,28,6.0,149324,15.0,10,2.0,10.0,0.0,4.0,1.0,0,0,7
1087,44,5.0,320984,15.0,10,2.0,12.0,0.0,4.0,1.0,5178,0,60
9574,28,4.0,189186,8.0,11,4.0,12.0,1.0,4.0,1.0,0,0,40
25974,27,4.0,165519,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
579,36,4.0,188563,15.0,10,2.0,12.0,0.0,4.0,1.0,5178,0,50
26135,44,4.0,278476,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,60
10149,20,4.0,105585,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,25
27892,27,4.0,215504,9.0,13,2.0,12.0,0.0,4.0,1.0,0,1848,55
20834,37,4.0,178948,9.0,13,2.0,4.0,5.0,4.0,0.0,7688,0,45
16041,71,4.0,137499,11.0,9,6.0,12.0,2.0,4.0,0.0,0,0,16
7209,43,7.0,230961,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
10963,28,4.0,410216,1.0,7,2.0,3.0,1.0,4.0,1.0,0,0,60
12840,29,4.0,134331,0.0,6,2.0,3.0,0.0,4.0,1.0,0,0,40
17624,45,4.0,51744,9.0,13,4.0,4.0,1.0,4.0,0.0,0,0,42
27865,40,4.0,305846,15.0,10,2.0,1.0,5.0,4.0,0.0,0,0,40
25018,59,4.0,264357,0.0,6,2.0,14.0,0.0,4.0,1.0,0,0,50
11299,63,5.0,110890,12.0,14,0.0,10.0,1.0,4.0,1.0,0,0,70
9363,27,4.0,285897,11.0,9,2.0,10.0,0.0,4.0,1.0,0,1848,45
2744,59,4.0,361494,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
3451,28,4.0,282398,15.0,10,5.0,13.0,4.0,4.0,1.0,0,0,40
7554,35,1.0,245372,11.0,9,4.0,1.0,1.0,4.0,1.0,0,0,40
397,17,0.0,258872,1.0,7,4.0,0.0,3.0,4.0,0.0,0,0,5
18411,24,4.0,220323,15.0,10,2.0,10.0,0.0,2.0,1.0,0,0,40
18622,26,4.0,259585,15.0,10,4.0,12.0,1.0,4.0,1.0,0,0,24
27097,51,4.0,154342,12.0,14,2.0,10.0,0.0,4.0,1.0,7688,0,45
7685,31,4.0,295922,15.0,10,4.0,1.0,1.0,4.0,1.0,0,0,40
15242,20,0.0,117789,15.0,10,4.0,0.0,3.0,4.0,0.0,0,0,40
20799,21,4.0,185948,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,35
14835,34,4.0,271933,12.0,14,4.0,4.0,4.0,4.0,0.0,0,0,50
20475,17,2.0,340043,2.0,8,4.0,1.0,3.0,4.0,0.0,0,0,12
3698,24,4.0,154165,6.0,5,0.0,8.0,3.0,4.0,0.0,0,0,40
13571,74,0.0,292627,3.0,2,2.0,0.0,0.0,2.0,1.0,0,0,40
28814,46,4.0,155933,9.0,13,4.0,7.0,1.0,4.0,0.0,0,1602,8
25748,35,4.0,589809,15.0,10,4.0,4.0,1.0,4.0,1.0,13550,0,60
6252,40,4.0,141657,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,40
26448,42,4.0,185764,15.0,10,2.0,7.0,0.0,4.0,1.0,0,0,60
11863,33,6.0,334744,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,50
6625,47,5.0,332355,12.0,14,2.0,4.0,0.0,4.0,1.0,15024,0,50
8650,49,6.0,355978,14.0,15,2.0,10.0,0.0,4.0,1.0,99999,0,35
10814,26,4.0,245465,7.0,12,4.0,12.0,3.0,4.0,1.0,0,0,30
6392,52,4.0,99736,12.0,14,0.0,10.0,4.0,4.0,1.0,15020,0,50
7152,48,4.0,48885,11.0,9,0.0,8.0,1.0,4.0,0.0,0,0,35
10444,42,4.0,280167,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40
26686,32,0.0,119522,9.0,13,0.0,0.0,1.0,4.0,1.0,0,0,50
13540,22,4.0,332194,15.0,10,4.0,8.0,3.0,2.0,1.0,0,0,40
92,42,4.0,124692,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,40
17252,44,4.0,155930,12.0,14,2.0,10.0,0.0,4.0,1.0,7688,0,55
26141,40,4.0,56072,12.0,14,0.0,10.0,1.0,4.0,1.0,0,0,20
17437,46,1.0,46537,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,40
7569,21,4.0,149224,15.0,10,4.0,14.0,3.0,4.0,1.0,0,0,30
24418,28,4.0,472580,15.0,10,4.0,12.0,3.0,2.0,1.0,0,0,40
11776,23,4.0,161708,7.0,12,4.0,8.0,3.0,4.0,0.0,0,0,20
28250,33,1.0,101345,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40
14739,42,5.0,443508,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,45
8513,46,5.0,110702,15.0,10,0.0,4.0,4.0,4.0,0.0,2036,0,60
9986,24,4.0,198259,11.0,9,4.0,12.0,3.0,4.0,0.0,0,0,30
7474,26,4.0,35917,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
22096,24,0.0,32616,9.0,13,0.0,0.0,1.0,4.0,0.0,0,0,40
5478,51,4.0,332243,9.0,13,0.0,10.0,1.0,4.0,1.0,0,0,45
11355,63,4.0,187919,1.0,7,2.0,8.0,0.0,4.0,1.0,0,0,30
9043,28,4.0,421967,9.0,13,2.0,4.0,5.0,4.0,0.0,0,0,60
19081,23,4.0,114357,11.0,9,4.0,13.0,3.0,4.0,1.0,0,0,50
10710,51,1.0,36186,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
9987,33,4.0,167939,11.0,9,2.0,8.0,3.0,4.0,0.0,0,0,25
17979,43,2.0,223861,8.0,11,0.0,4.0,1.0,4.0,0.0,0,0,40
1598,51,4.0,120173,8.0,11,2.0,3.0,0.0,4.0,1.0,3103,0,50
25449,48,4.0,193075,11.0,9,0.0,12.0,3.0,4.0,0.0,0,0,20
21048,48,4.0,187505,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,50
